d20550|断掉电源电路。|├電源回路抹消
d20947|断水检查项目8（3）・检查结果（法检）|├検査項目8(3)・検査結果(法検)
d20948|断水检查项目8（4）・检查结果（法检）|├検査項目8(4)・検査結果(法検)
d20949|断水检查项目8（5）・检查结果（法检）|├検査項目8(5)・検査結果(法検)
d20950|断水检查项目8（6）・检查结果（法检）|├検査項目8(6)・検査結果(法検)
d20951|断水检查项目8（7）・检查结果（法检）|├検査項目8(7)・検査結果(法検)
d20952|断水检查项目8（8）・检查结果（法检）|├検査項目8(8)・検査結果(法検)
d20953|断水检查项目8（9）・检查结果（法检）|├検査項目8(9)・検査結果(法検)
d20954|断水检查项目8（10）・检查结果（法检）|├検査項目8(10)・検査結果(法検)
d01777C|断水检查实绩更新日期|├検査実績更新日付
d01778C|断水检查实绩更新时间|├検査実績更新時間
d23095|壁橱的门开关动作点位置|├かごの戸スイッチ動作点位置
d23096|凉筐的门开关动作点2|├かごの戸スイッチ動作点2
d23842|断水线（V・Y）|├結線(Ｖ・Ｙ)
d23843|电源电路的接地相。|├電源回路の接地相
d23844|水面照明电路的接地相。|├照明回路の接地相
d27363|贫寒的主索No|├赤錆色の主索No
d27364|沧桑色的直径|├赤錆色の直径
d27365|水面红锈色的未磨损直径|├赤錆色の未摩耗直径
d27366|水面红锈色的未磨损直径比例|├赤錆色の未摩耗直径割合
d27367|没有荒凉。|├錆無し
d08237|断水定期检查仪器ID（电压）|├定期検査測定機器ＩＤ(電圧)
d08238|断水定期检查仪器ID（绝缘电阻）|├定期検査測定機器ＩＤ(絶縁抵抗)
d08239|水面定期检查仪器ID（章鱼计量器）|├定期検査測定機器ＩＤ(タコメータ)
d01777H|断水检查历史更新日期|├検査履歴更新日付
d01778H|缩短检查履历更新时间|└検査履歴更新時間
d21005|断水板厚度检查方法（i/ro）|├ブレーキパッドの厚さ検査方法(イ/ロ)
d21006|断水制动器的重点标准|├ブレーキ要重点基準
d22083|断水制动器要重点基准单位区分|├ブレーキ要重点基準単位区分
d21007|需要纠正的标准|├ブレーキ要是正基準
d22084|需要制动器纠正标准单位区分|├ブレーキ要是正基準単位区分
d21021|液态制动器测量值左|├ブレーキ測定値左
d21022|液态制动器测量值右|├ブレーキ測定値右
d09199|紧急停止时的踏板停止距离测量上升|├ブレーキ非常停止時の踏段停止距離測定上昇
d09201|紧急停止时的踏板停止距离测量下降|├ブレーキ非常停止時の踏段停止距離測定下降
d09340|防滑行程|├ブレーキストローク
d21024|水闸弹簧拧紧量抹消|├ブレーキスプリング締込量抹消
d09343|悬崖勒马弹簧拧紧量上|├ブレーキスプリング締込量上
d22077|液态制动器弹簧拧紧量上单位区分|├ブレーキスプリング締込量上単位区分
d09346|液态制动器弹簧夹紧量以下|├ブレーキスプリング締込量下
d22078|液态制动器弹簧夹紧量下单位区分|├ブレーキスプリング締込量下単位区分
d09337|断水BRS和杠杆间隙第1代抹消|├BRSとレバー間隙第1世代抹消
d09338|断水BRS和杠杆间隙第1代|├BRSとレバー間隙第1世代
d21025|断水BRS和动作量第2代抹消|├BRSと動作量第2世代抹消
d21026|贫穷BRS和动作量第2代|├BRSと動作量第2世代
d12869|终端减速器V皮带张力单位（N/kg）|├減速器Vベルト張力単位(N/kg)
d09349|水面减速器V型皮带1（良）|├減速器Vベルト１（良）
d09348|终端减速器V型皮带1（否）|├減速器Vベルト１（否）
d21027|终端减速器V型皮带2良/否张力抹消|├減速器Vベルト２良・否張力抹消
d09351|水面减速器V型皮带2（良）|├減速器Vベルト２（良）
d09350|终端减速器V型皮带2（否）|├減速器Vベルト２（否）
d21028|水面减速器V型皮带3良・否张力抹消|├減速器Vベルト３良・否張力抹消
d09353|水面减速器V型皮带3（良）|├減速器Vベルト３（良）
d09352|终端减速器V型皮带3（否）|├減速器Vベルト３（否）
d09559|终端减速器V型皮带4良・否张力抹消|├減速器Vベルト４良・否張力抹消
d09355|水面减速器V型皮带4（良）|├減速器Vベルト４（良）
d09354|终端减速器V型皮带4（否）|├減速器Vベルト４（否）
d09356|寒带平均张力|├Ｖベルト平均張力
d21029|冷却减速器普利状态|├減速器プーリー状態
d09362|设置遥控链左|├駆動鎖設定左
d09364|设置遥控链右边|├駆動鎖設定右
d29885|池塘调整费/增长率|├調整代/伸び率
d09366|滑动锁调整费左|├駆動鎖調整代左
d09368|滑动锁调整费右边|├駆動鎖調整代右
d09287|水面台阶反转装置转体中心上部左（+/-）|├踏段反転装置ターンマチックセンター上部左(+/-)
d09288|水面台阶反转装置转体中心上部左|├踏段反転装置ターンマチックセンター上部左
d09290|水面台阶反转装置转体中心上部右（+/-）|├踏段反転装置ターンマチックセンター上部右(+/-)
d09291|水面台阶反转装置转体中心上部下|├踏段反転装置ターンマチックセンター上部下
d09293|水面台阶反转装置转体中心下部左（+/-）|├踏段反転装置ターンマチックセンター下部左(+/-)
d09294|水面台阶反转装置转体中心下部左|├踏段反転装置ターンマチックセンター下部左
d09296|水面台阶反转装置转体中心下部（+/-）|├踏段反転装置ターンマチックセンター下部下(+/-)
d09297|池塘台阶反转装置转体中心下部下|├踏段反転装置ターンマチックセンター下部下
d09247|断水板和台阶间隙上部最大|├くし板と踏段間隙上部最大
d09249|断水板和台阶间隙上部最小|├くし板と踏段間隙上部最小
d09251|断水板和台阶间隙下部最大|├くし板と踏段間隙下部最大
d09253|断水板和台阶间隙下部最小|├くし板と踏段間隙下部最小
d09255|悬崖峭壁，左右空隙左|├踏板とくし左右間隙左
d09257|悬崖峭壁，左右空隙右边。|├踏板とくし左右間隙右
d09263|与滑板和梳子平行的上部左|├踏板とくしとの平行上部左
d09265|与滑板和梳子平行的上部右|├踏板とくしとの平行上部右
d09267|断水板和梳子的平行下部左|├踏板とくしとの平行下部左
d09269|断水板和梳子的平行下部右|├踏板とくしとの平行下部右
d09239|断水板及台阶咬合上部最大|├くし板及び踏段のかみ合い上部最大
d09241|断水板及台阶咬合上部最小|├くし板及び踏段のかみ合い上部最小
d09243|断水板及台阶咬合下部最大|├くし板及び踏段のかみ合い下部最大
d09245|断水板及台阶咬合下部最小|├くし板及び踏段のかみ合い下部最小
d00089|水面速度额定速度|├速度定格速度
d20632|断水检查项目1（14）・检查结果（品检）|├検査項目1(14)・検査結果(品検)
d20767|断水检查项目1（14）・检查结果（法检）|├検査項目1(14)・検査結果(法検)
d20640|断水检查项目1（14）・检查结果（品检）|├検査項目1(14)・検査結果(品検)
d20775|断水检查项目1（14）・检查结果（法检）|├検査項目1(14)・検査結果(法検)
d20935|断水检查项目2（03）-3・检查结果（品检）|├検査項目2(03)-3・検査結果(品検)
d20945|断水检查项目2（03）-3・检查结果（法检）|├検査項目2(03)-3・検査結果(法検)
d20976|断水检查项目2（14）・检查结果（品检）|├検査項目2(14)・検査結果(品検)
d20991|断水检查项目2（14）・检查结果（法检）|├検査項目2(14)・検査結果(法検)
d20977|断水检查项目2（15）・检查结果（品检）|├検査項目2(15)・検査結果(品検)
d20992|断水检查项目2（15）・检查结果（法检）|├検査項目2(15)・検査結果(法検)
d22013|断水检查项目2（16）・检查结果（品检）|├検査項目2(16)・検査結果(品検)
d22014|断水检查项目2（16）・检查结果（法检）|├検査項目2(16)・検査結果(法検)
d20980|断水检查项目2（17）・检查结果（品检）|├検査項目2(17)・検査結果(品検)
d20995|断水检查项目2（17）・检查结果（法检）|├検査項目2(17)・検査結果(法検)
d21165|断水电机主电路A电压|│├電動機主回路A電圧
d20882|断水电机主电路A电压选择|│├電動機主回路A電圧選択
d21166|销售电动机主电路A电阻|│└電動機主回路A抵抗
d20883|断水电机主电路B抹消|├電動機主回路B抹消
d20884|断水电机主电路B电压|│├電動機主回路B電圧
d20885|电源主电路B电压选择|│├電動機主回路B電圧選択
d21167|销售电动机主电路B电阻|│└電動機主回路B抵抗
d20881|注销电机主电路|│└電動機主回路抹消
d20886|防冷装置AST动作时间|├空転防止装置AST動作時間
d18297|以防滴空转装置防滴压力进行管道耐压测试（良）|└空転防止装置リリーフ圧による配管耐圧試験(良)
d20901|断水电机及V型皮带张力单位（N/kg）|├電動機及びＶベルト張力単位(N/kg)
d20887|断水电机及V型皮带张力1抹消|├電動機及びＶベルト張力１抹消
d20888|销售电动机及V型皮带张力1|│└電動機及びＶベルト張力１
d20890|断水电机及V型皮带张力2抹消|├電動機及びＶベルト張力２抹消
d20891|销售电动机及V型皮带张力2|│└電動機及びＶベルト張力 2
d20895|断水电机及V型皮带张力3抹消|├電動機及びＶベルト張力 3 抹消
d20896|销售电动机及V型皮带张力3|│└電動機及びＶベルト張力 3
d20899|断水电机及V型皮带张力4抹消|├電動機及びＶベルト張力 4 抹消
d20900|销售电动机及V型皮带张力4|│└電動機及びＶベルト張力 4
d29883|断水电机及V型皮带张力5抹消|├電動機及びＶベルト張力 5 抹消
d29884|销售电动机及V型皮带张力5|│└電動機及びＶベルト張力 5
d20893|冷却电动机及V型皮带张力平均值|├電動機及びＶベルト張力平均値
d20898|较差电动机及V带张力TD值|└電動機及びＶベルト張力TD値
d20902|液压计无负荷上升时MPa|├圧力計無負荷上昇時MPa
d20903|长压力计无负荷上升时kg|└圧力計無負荷上昇時kg
d12865|断水安全阀常用压力铭牌值MPa|├安全弁常用圧力銘板値MPa
d08879|断水安全阀常用压力铭牌值kg|├安全弁常用圧力銘板値kg
d12864|水面安全阀作动压力测量值MPa|├安全弁作動圧力測定値MPa
d08881|水面安全阀作动压力测量值kg|├安全弁作動圧力測定値kg
d08882|短期安全阀常用压力的比例|└安全弁常用圧力の割合
d20904|液态油温度控制装置WU压MPa|├作動油温度抑制装置WU圧MPa
d20905|液态油温度控制装置WU压力kg|├作動油温度抑制装置WU圧kg
